aaag,ysag,cobi,aaa,ysa,Rate,UUI,LUI,Sex
30-39,41+,100+,36,87,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,87,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,87,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,87,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,88,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,88,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,88,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,88,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,88,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,88,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,88,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,88,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,88,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,88,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,89,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,89,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,89,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,89,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,89,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,89,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,89,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,89,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,89,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,89,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,90,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,90,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,90,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,90,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,90,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,90,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,90,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,90,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,90,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,90,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,91,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,91,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,91,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,91,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,91,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,91,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,91,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,91,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,91,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,91,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,92,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,92,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,92,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,92,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,92,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,92,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,92,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,92,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,92,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,92,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,93,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,93,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,93,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,93,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,93,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,93,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,93,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,93,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,93,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,93,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,94,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,94,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,94,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,94,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,94,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,94,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,94,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,94,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,94,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,94,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,95,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,95,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,95,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,95,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,95,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,95,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,95,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,95,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,95,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,95,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,96,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,96,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,96,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,96,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,96,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,96,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,96,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,96,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,96,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,96,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,97,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,97,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,97,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,97,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,97,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,97,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,97,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,97,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,97,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,97,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,98,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,98,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,98,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,98,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,98,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,98,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,98,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,98,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,98,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,98,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,99,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,99,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,99,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,99,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,99,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,99,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,99,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,99,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,99,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,99,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,100,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,100,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,100,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,100,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,100,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,100,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,100,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,100,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,100,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,100,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,101,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,101,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,101,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,101,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,101,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,101,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,101,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,101,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,101,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,101,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,102,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,102,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,102,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,102,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,102,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,102,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,102,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,102,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,102,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,102,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,103,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,103,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,103,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,103,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,103,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,103,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,103,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,103,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,103,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,103,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,104,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,104,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,104,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,104,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,104,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,104,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,104,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,104,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,104,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,104,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,105,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,105,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,105,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,105,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,105,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,105,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,105,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,105,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,105,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,105,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,106,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,106,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,106,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,106,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,106,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,106,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,106,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,106,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,106,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,106,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,107,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,107,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,107,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,107,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,107,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,107,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,107,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,107,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,107,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,107,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,108,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,108,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,108,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,108,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,108,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,108,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,108,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,108,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,108,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,108,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,109,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,109,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,109,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,109,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,109,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,109,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,109,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,109,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,109,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,109,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,30,110,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,31,110,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,32,110,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,33,110,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,34,110,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,35,110,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,36,110,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,37,110,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,38,110,0.000819316,0.002723252,0.000237616,Both
30-39,41+,100+,39,110,0.000819316,0.002723252,0.000237616,Both
30-39,41+,<100,30,41,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,41,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,41,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,41,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,41,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,41,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,41,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,41,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,41,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,41,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,42,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,42,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,42,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,42,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,42,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,42,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,42,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,42,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,42,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,42,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,43,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,43,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,43,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,43,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,43,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,43,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,43,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,43,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,43,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,43,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,44,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,44,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,44,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,44,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,44,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,44,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,44,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,44,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,44,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,44,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,45,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,45,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,45,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,45,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,45,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,45,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,45,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,45,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,45,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,45,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,46,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,46,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,46,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,46,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,46,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,46,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,46,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,46,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,46,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,46,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,47,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,47,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,47,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,47,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,47,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,47,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,47,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,47,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,47,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,47,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,48,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,48,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,48,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,48,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,48,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,48,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,48,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,48,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,48,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,48,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,49,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,49,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,49,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,49,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,49,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,49,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,49,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,49,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,49,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,49,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,50,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,50,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,50,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,50,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,50,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,50,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,50,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,50,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,50,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,50,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,51,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,51,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,51,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,51,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,51,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,51,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,51,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,51,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,51,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,51,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,52,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,52,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,52,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,52,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,52,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,52,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,52,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,52,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,52,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,52,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,53,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,53,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,53,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,53,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,53,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,53,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,53,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,53,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,53,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,53,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,54,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,54,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,54,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,54,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,54,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,54,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,54,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,54,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,54,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,54,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,55,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,55,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,55,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,55,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,55,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,55,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,55,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,55,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,55,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,55,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,56,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,56,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,56,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,56,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,34,56,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,35,56,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,36,56,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,37,56,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,38,56,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,39,56,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,30,57,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,31,57,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,32,57,0.000578566,0.002904351,0.000156372,Both
30-39,41+,<100,33,57,0.000578566,0.002904351,0.000156372,Both
