aaag,ysag,aaa,ysa,rate,upper,lower
70+,11+,75,36,1,1,1
70+,11+,76,36,1,1,1
70+,11+,77,36,1,1,1
70+,11+,78,36,1,1,1
70+,11+,79,36,1,1,1
70+,11+,80,36,1,1,1
70+,11+,81,36,1,1,1
70+,11+,82,36,1,1,1
70+,11+,83,36,1,1,1
70+,11+,84,36,1,1,1
70+,11+,85,36,1,1,1
70+,11+,86,36,1,1,1
70+,11+,87,36,1,1,1
70+,11+,88,36,1,1,1
70+,11+,89,36,1,1,1
70+,11+,90,36,1,1,1
70+,11+,91,36,1,1,1
70+,11+,92,36,1,1,1
70+,11+,93,36,1,1,1
70+,11+,94,36,1,1,1
70+,11+,95,36,1,1,1
70+,11+,96,36,1,1,1
70+,11+,97,36,1,1,1
70+,11+,98,36,1,1,1
70+,11+,99,36,1,1,1
70+,11+,100,36,1,1,1
70+,11+,101,36,1,1,1
70+,11+,102,36,1,1,1
70+,11+,103,36,1,1,1
70+,11+,104,36,1,1,1
70+,11+,105,36,1,1,1
70+,11+,106,36,1,1,1
70+,11+,107,36,1,1,1
70+,11+,108,36,1,1,1
70+,11+,109,36,1,1,1
70+,11+,110,36,1,1,1
70+,11+,70,37,1,1,1
70+,11+,71,37,1,1,1
70+,11+,72,37,1,1,1
70+,11+,73,37,1,1,1
70+,11+,74,37,1,1,1
70+,11+,75,37,1,1,1
70+,11+,76,37,1,1,1
70+,11+,77,37,1,1,1
70+,11+,78,37,1,1,1
70+,11+,79,37,1,1,1
70+,11+,80,37,1,1,1
70+,11+,81,37,1,1,1
70+,11+,82,37,1,1,1
70+,11+,83,37,1,1,1
70+,11+,84,37,1,1,1
70+,11+,85,37,1,1,1
70+,11+,86,37,1,1,1
70+,11+,87,37,1,1,1
70+,11+,88,37,1,1,1
70+,11+,89,37,1,1,1
70+,11+,90,37,1,1,1
70+,11+,91,37,1,1,1
70+,11+,92,37,1,1,1
70+,11+,93,37,1,1,1
70+,11+,94,37,1,1,1
70+,11+,95,37,1,1,1
70+,11+,96,37,1,1,1
70+,11+,97,37,1,1,1
70+,11+,98,37,1,1,1
70+,11+,99,37,1,1,1
70+,11+,100,37,1,1,1
70+,11+,101,37,1,1,1
70+,11+,102,37,1,1,1
70+,11+,103,37,1,1,1
70+,11+,104,37,1,1,1
70+,11+,105,37,1,1,1
70+,11+,106,37,1,1,1
70+,11+,107,37,1,1,1
70+,11+,108,37,1,1,1
70+,11+,109,37,1,1,1
70+,11+,110,37,1,1,1
70+,11+,70,38,1,1,1
70+,11+,71,38,1,1,1
70+,11+,72,38,1,1,1
70+,11+,73,38,1,1,1
70+,11+,74,38,1,1,1
70+,11+,75,38,1,1,1
70+,11+,76,38,1,1,1
70+,11+,77,38,1,1,1
70+,11+,78,38,1,1,1
70+,11+,79,38,1,1,1
70+,11+,80,38,1,1,1
70+,11+,81,38,1,1,1
70+,11+,82,38,1,1,1
70+,11+,83,38,1,1,1
70+,11+,84,38,1,1,1
70+,11+,85,38,1,1,1
70+,11+,86,38,1,1,1
70+,11+,87,38,1,1,1
70+,11+,88,38,1,1,1
70+,11+,89,38,1,1,1
70+,11+,90,38,1,1,1
70+,11+,91,38,1,1,1
70+,11+,92,38,1,1,1
70+,11+,93,38,1,1,1
70+,11+,94,38,1,1,1
70+,11+,95,38,1,1,1
70+,11+,96,38,1,1,1
70+,11+,97,38,1,1,1
70+,11+,98,38,1,1,1
70+,11+,99,38,1,1,1
70+,11+,100,38,1,1,1
70+,11+,101,38,1,1,1
70+,11+,102,38,1,1,1
70+,11+,103,38,1,1,1
70+,11+,104,38,1,1,1
70+,11+,105,38,1,1,1
70+,11+,106,38,1,1,1
70+,11+,107,38,1,1,1
70+,11+,108,38,1,1,1
70+,11+,109,38,1,1,1
70+,11+,110,38,1,1,1
70+,11+,70,39,1,1,1
70+,11+,71,39,1,1,1
70+,11+,72,39,1,1,1
70+,11+,73,39,1,1,1
70+,11+,74,39,1,1,1
70+,11+,75,39,1,1,1
70+,11+,76,39,1,1,1
70+,11+,77,39,1,1,1
70+,11+,78,39,1,1,1
70+,11+,79,39,1,1,1
70+,11+,80,39,1,1,1
70+,11+,81,39,1,1,1
70+,11+,82,39,1,1,1
70+,11+,83,39,1,1,1
70+,11+,84,39,1,1,1
70+,11+,85,39,1,1,1
70+,11+,86,39,1,1,1
70+,11+,87,39,1,1,1
70+,11+,88,39,1,1,1
70+,11+,89,39,1,1,1
70+,11+,90,39,1,1,1
70+,11+,91,39,1,1,1
70+,11+,92,39,1,1,1
70+,11+,93,39,1,1,1
70+,11+,94,39,1,1,1
70+,11+,95,39,1,1,1
70+,11+,96,39,1,1,1
70+,11+,97,39,1,1,1
70+,11+,98,39,1,1,1
70+,11+,99,39,1,1,1
70+,11+,100,39,1,1,1
70+,11+,101,39,1,1,1
70+,11+,102,39,1,1,1
70+,11+,103,39,1,1,1
70+,11+,104,39,1,1,1
70+,11+,105,39,1,1,1
70+,11+,106,39,1,1,1
70+,11+,107,39,1,1,1
70+,11+,108,39,1,1,1
70+,11+,109,39,1,1,1
70+,11+,110,39,1,1,1
70+,11+,70,40,1,1,1
70+,11+,71,40,1,1,1
70+,11+,72,40,1,1,1
70+,11+,73,40,1,1,1
70+,11+,74,40,1,1,1
70+,11+,75,40,1,1,1
70+,11+,76,40,1,1,1
70+,11+,77,40,1,1,1
70+,11+,78,40,1,1,1
70+,11+,79,40,1,1,1
70+,11+,80,40,1,1,1
70+,11+,81,40,1,1,1
70+,11+,82,40,1,1,1
70+,11+,83,40,1,1,1
70+,11+,84,40,1,1,1
70+,11+,85,40,1,1,1
70+,11+,86,40,1,1,1
70+,11+,87,40,1,1,1
70+,11+,88,40,1,1,1
70+,11+,89,40,1,1,1
70+,11+,90,40,1,1,1
70+,11+,91,40,1,1,1
70+,11+,92,40,1,1,1
70+,11+,93,40,1,1,1
70+,11+,94,40,1,1,1
70+,11+,95,40,1,1,1
70+,11+,96,40,1,1,1
70+,11+,97,40,1,1,1
70+,11+,98,40,1,1,1
70+,11+,99,40,1,1,1
70+,11+,100,40,1,1,1
70+,11+,101,40,1,1,1
70+,11+,102,40,1,1,1
70+,11+,103,40,1,1,1
70+,11+,104,40,1,1,1
70+,11+,105,40,1,1,1
70+,11+,106,40,1,1,1
70+,11+,107,40,1,1,1
70+,11+,108,40,1,1,1
70+,11+,109,40,1,1,1
70+,11+,110,40,1,1,1
70+,11+,70,41,1,1,1
70+,11+,71,41,1,1,1
70+,11+,72,41,1,1,1
70+,11+,73,41,1,1,1
70+,11+,74,41,1,1,1
70+,11+,75,41,1,1,1
70+,11+,76,41,1,1,1
70+,11+,77,41,1,1,1
70+,11+,78,41,1,1,1
70+,11+,79,41,1,1,1
70+,11+,80,41,1,1,1
70+,11+,81,41,1,1,1
70+,11+,82,41,1,1,1
70+,11+,83,41,1,1,1
70+,11+,84,41,1,1,1
70+,11+,85,41,1,1,1
70+,11+,86,41,1,1,1
70+,11+,87,41,1,1,1
70+,11+,88,41,1,1,1
70+,11+,89,41,1,1,1
70+,11+,90,41,1,1,1
70+,11+,91,41,1,1,1
70+,11+,92,41,1,1,1
70+,11+,93,41,1,1,1
70+,11+,94,41,1,1,1
70+,11+,95,41,1,1,1
70+,11+,96,41,1,1,1
70+,11+,97,41,1,1,1
70+,11+,98,41,1,1,1
70+,11+,99,41,1,1,1
70+,11+,100,41,1,1,1
70+,11+,101,41,1,1,1
70+,11+,102,41,1,1,1
70+,11+,103,41,1,1,1
70+,11+,104,41,1,1,1
70+,11+,105,41,1,1,1
70+,11+,106,41,1,1,1
70+,11+,107,41,1,1,1
70+,11+,108,41,1,1,1
70+,11+,109,41,1,1,1
70+,11+,110,41,1,1,1
70+,11+,70,42,1,1,1
70+,11+,71,42,1,1,1
70+,11+,72,42,1,1,1
70+,11+,73,42,1,1,1
70+,11+,74,42,1,1,1
70+,11+,75,42,1,1,1
70+,11+,76,42,1,1,1
70+,11+,77,42,1,1,1
70+,11+,78,42,1,1,1
70+,11+,79,42,1,1,1
70+,11+,80,42,1,1,1
70+,11+,81,42,1,1,1
70+,11+,82,42,1,1,1
70+,11+,83,42,1,1,1
70+,11+,84,42,1,1,1
70+,11+,85,42,1,1,1
70+,11+,86,42,1,1,1
70+,11+,87,42,1,1,1
70+,11+,88,42,1,1,1
70+,11+,89,42,1,1,1
70+,11+,90,42,1,1,1
70+,11+,91,42,1,1,1
70+,11+,92,42,1,1,1
70+,11+,93,42,1,1,1
70+,11+,94,42,1,1,1
70+,11+,95,42,1,1,1
70+,11+,96,42,1,1,1
70+,11+,97,42,1,1,1
70+,11+,98,42,1,1,1
70+,11+,99,42,1,1,1
70+,11+,100,42,1,1,1
70+,11+,101,42,1,1,1
70+,11+,102,42,1,1,1
70+,11+,103,42,1,1,1
70+,11+,104,42,1,1,1
70+,11+,105,42,1,1,1
70+,11+,106,42,1,1,1
70+,11+,107,42,1,1,1
70+,11+,108,42,1,1,1
70+,11+,109,42,1,1,1
70+,11+,110,42,1,1,1
70+,11+,70,43,1,1,1
70+,11+,71,43,1,1,1
70+,11+,72,43,1,1,1
70+,11+,73,43,1,1,1
70+,11+,74,43,1,1,1
70+,11+,75,43,1,1,1
70+,11+,76,43,1,1,1
70+,11+,77,43,1,1,1
70+,11+,78,43,1,1,1
70+,11+,79,43,1,1,1
70+,11+,80,43,1,1,1
70+,11+,81,43,1,1,1
70+,11+,82,43,1,1,1
70+,11+,83,43,1,1,1
70+,11+,84,43,1,1,1
70+,11+,85,43,1,1,1
70+,11+,86,43,1,1,1
70+,11+,87,43,1,1,1
70+,11+,88,43,1,1,1
70+,11+,89,43,1,1,1
70+,11+,90,43,1,1,1
70+,11+,91,43,1,1,1
70+,11+,92,43,1,1,1
70+,11+,93,43,1,1,1
70+,11+,94,43,1,1,1
70+,11+,95,43,1,1,1
70+,11+,96,43,1,1,1
70+,11+,97,43,1,1,1
70+,11+,98,43,1,1,1
70+,11+,99,43,1,1,1
70+,11+,100,43,1,1,1
70+,11+,101,43,1,1,1
70+,11+,102,43,1,1,1
70+,11+,103,43,1,1,1
70+,11+,104,43,1,1,1
70+,11+,105,43,1,1,1
70+,11+,106,43,1,1,1
70+,11+,107,43,1,1,1
70+,11+,108,43,1,1,1
70+,11+,109,43,1,1,1
70+,11+,110,43,1,1,1
70+,11+,70,44,1,1,1
70+,11+,71,44,1,1,1
70+,11+,72,44,1,1,1
70+,11+,73,44,1,1,1
70+,11+,74,44,1,1,1
70+,11+,75,44,1,1,1
70+,11+,76,44,1,1,1
70+,11+,77,44,1,1,1
70+,11+,78,44,1,1,1
70+,11+,79,44,1,1,1
70+,11+,80,44,1,1,1
70+,11+,81,44,1,1,1
70+,11+,82,44,1,1,1
70+,11+,83,44,1,1,1
70+,11+,84,44,1,1,1
70+,11+,85,44,1,1,1
70+,11+,86,44,1,1,1
70+,11+,87,44,1,1,1
70+,11+,88,44,1,1,1
70+,11+,89,44,1,1,1
70+,11+,90,44,1,1,1
70+,11+,91,44,1,1,1
70+,11+,92,44,1,1,1
70+,11+,93,44,1,1,1
70+,11+,94,44,1,1,1
70+,11+,95,44,1,1,1
70+,11+,96,44,1,1,1
70+,11+,97,44,1,1,1
70+,11+,98,44,1,1,1
70+,11+,99,44,1,1,1
70+,11+,100,44,1,1,1
70+,11+,101,44,1,1,1
70+,11+,102,44,1,1,1
70+,11+,103,44,1,1,1
70+,11+,104,44,1,1,1
70+,11+,105,44,1,1,1
70+,11+,106,44,1,1,1
70+,11+,107,44,1,1,1
70+,11+,108,44,1,1,1
70+,11+,109,44,1,1,1
70+,11+,110,44,1,1,1
70+,11+,70,45,1,1,1
70+,11+,71,45,1,1,1
70+,11+,72,45,1,1,1
70+,11+,73,45,1,1,1
70+,11+,74,45,1,1,1
70+,11+,75,45,1,1,1
70+,11+,76,45,1,1,1
70+,11+,77,45,1,1,1
70+,11+,78,45,1,1,1
70+,11+,79,45,1,1,1
70+,11+,80,45,1,1,1
70+,11+,81,45,1,1,1
70+,11+,82,45,1,1,1
70+,11+,83,45,1,1,1
70+,11+,84,45,1,1,1
70+,11+,85,45,1,1,1
70+,11+,86,45,1,1,1
70+,11+,87,45,1,1,1
70+,11+,88,45,1,1,1
70+,11+,89,45,1,1,1
70+,11+,90,45,1,1,1
70+,11+,91,45,1,1,1
70+,11+,92,45,1,1,1
70+,11+,93,45,1,1,1
70+,11+,94,45,1,1,1
70+,11+,95,45,1,1,1
70+,11+,96,45,1,1,1
70+,11+,97,45,1,1,1
70+,11+,98,45,1,1,1
70+,11+,99,45,1,1,1
70+,11+,100,45,1,1,1
70+,11+,101,45,1,1,1
70+,11+,102,45,1,1,1
70+,11+,103,45,1,1,1
70+,11+,104,45,1,1,1
70+,11+,105,45,1,1,1
70+,11+,106,45,1,1,1
70+,11+,107,45,1,1,1
70+,11+,108,45,1,1,1
70+,11+,109,45,1,1,1
70+,11+,110,45,1,1,1
70+,11+,70,46,1,1,1
70+,11+,71,46,1,1,1
70+,11+,72,46,1,1,1
70+,11+,73,46,1,1,1
70+,11+,74,46,1,1,1
70+,11+,75,46,1,1,1
70+,11+,76,46,1,1,1
70+,11+,77,46,1,1,1
70+,11+,78,46,1,1,1
70+,11+,79,46,1,1,1
70+,11+,80,46,1,1,1
70+,11+,81,46,1,1,1
70+,11+,82,46,1,1,1
70+,11+,83,46,1,1,1
70+,11+,84,46,1,1,1
70+,11+,85,46,1,1,1
70+,11+,86,46,1,1,1
70+,11+,87,46,1,1,1
70+,11+,88,46,1,1,1
70+,11+,89,46,1,1,1
70+,11+,90,46,1,1,1
70+,11+,91,46,1,1,1
70+,11+,92,46,1,1,1
70+,11+,93,46,1,1,1
70+,11+,94,46,1,1,1
70+,11+,95,46,1,1,1
70+,11+,96,46,1,1,1
70+,11+,97,46,1,1,1
70+,11+,98,46,1,1,1
70+,11+,99,46,1,1,1
70+,11+,100,46,1,1,1
70+,11+,101,46,1,1,1
70+,11+,102,46,1,1,1
70+,11+,103,46,1,1,1
70+,11+,104,46,1,1,1
70+,11+,105,46,1,1,1
70+,11+,106,46,1,1,1
70+,11+,107,46,1,1,1
70+,11+,108,46,1,1,1
70+,11+,109,46,1,1,1
70+,11+,110,46,1,1,1
70+,11+,70,47,1,1,1
70+,11+,71,47,1,1,1
70+,11+,72,47,1,1,1
70+,11+,73,47,1,1,1
70+,11+,74,47,1,1,1
70+,11+,75,47,1,1,1
70+,11+,76,47,1,1,1
70+,11+,77,47,1,1,1
70+,11+,78,47,1,1,1
70+,11+,79,47,1,1,1
70+,11+,80,47,1,1,1
70+,11+,81,47,1,1,1
70+,11+,82,47,1,1,1
70+,11+,83,47,1,1,1
70+,11+,84,47,1,1,1
70+,11+,85,47,1,1,1
70+,11+,86,47,1,1,1
70+,11+,87,47,1,1,1
70+,11+,88,47,1,1,1
70+,11+,89,47,1,1,1
70+,11+,90,47,1,1,1
70+,11+,91,47,1,1,1
70+,11+,92,47,1,1,1
70+,11+,93,47,1,1,1
70+,11+,94,47,1,1,1
70+,11+,95,47,1,1,1
70+,11+,96,47,1,1,1
70+,11+,97,47,1,1,1
70+,11+,98,47,1,1,1
70+,11+,99,47,1,1,1
70+,11+,100,47,1,1,1
70+,11+,101,47,1,1,1
70+,11+,102,47,1,1,1
70+,11+,103,47,1,1,1
70+,11+,104,47,1,1,1
70+,11+,105,47,1,1,1
70+,11+,106,47,1,1,1
70+,11+,107,47,1,1,1
70+,11+,108,47,1,1,1
70+,11+,109,47,1,1,1
70+,11+,110,47,1,1,1
70+,11+,70,48,1,1,1
70+,11+,71,48,1,1,1
70+,11+,72,48,1,1,1
70+,11+,73,48,1,1,1
70+,11+,74,48,1,1,1
70+,11+,75,48,1,1,1
70+,11+,76,48,1,1,1
70+,11+,77,48,1,1,1
70+,11+,78,48,1,1,1
70+,11+,79,48,1,1,1
70+,11+,80,48,1,1,1
70+,11+,81,48,1,1,1
70+,11+,82,48,1,1,1
70+,11+,83,48,1,1,1
70+,11+,84,48,1,1,1
70+,11+,85,48,1,1,1
70+,11+,86,48,1,1,1
70+,11+,87,48,1,1,1
70+,11+,88,48,1,1,1
70+,11+,89,48,1,1,1
70+,11+,90,48,1,1,1
70+,11+,91,48,1,1,1
70+,11+,92,48,1,1,1
70+,11+,93,48,1,1,1
70+,11+,94,48,1,1,1
70+,11+,95,48,1,1,1
70+,11+,96,48,1,1,1
70+,11+,97,48,1,1,1
70+,11+,98,48,1,1,1
70+,11+,99,48,1,1,1
70+,11+,100,48,1,1,1
70+,11+,101,48,1,1,1
70+,11+,102,48,1,1,1
70+,11+,103,48,1,1,1
70+,11+,104,48,1,1,1
70+,11+,105,48,1,1,1
70+,11+,106,48,1,1,1
70+,11+,107,48,1,1,1
70+,11+,108,48,1,1,1
70+,11+,109,48,1,1,1
70+,11+,110,48,1,1,1
70+,11+,70,49,1,1,1
70+,11+,71,49,1,1,1
70+,11+,72,49,1,1,1
70+,11+,73,49,1,1,1
70+,11+,74,49,1,1,1
70+,11+,75,49,1,1,1
70+,11+,76,49,1,1,1
70+,11+,77,49,1,1,1
70+,11+,78,49,1,1,1
70+,11+,79,49,1,1,1
70+,11+,80,49,1,1,1
70+,11+,81,49,1,1,1
70+,11+,82,49,1,1,1
70+,11+,83,49,1,1,1
70+,11+,84,49,1,1,1
70+,11+,85,49,1,1,1
70+,11+,86,49,1,1,1
70+,11+,87,49,1,1,1
70+,11+,88,49,1,1,1
70+,11+,89,49,1,1,1
70+,11+,90,49,1,1,1
70+,11+,91,49,1,1,1
70+,11+,92,49,1,1,1
70+,11+,93,49,1,1,1
70+,11+,94,49,1,1,1
70+,11+,95,49,1,1,1
70+,11+,96,49,1,1,1
70+,11+,97,49,1,1,1
70+,11+,98,49,1,1,1
70+,11+,99,49,1,1,1
70+,11+,100,49,1,1,1
70+,11+,101,49,1,1,1
70+,11+,102,49,1,1,1
70+,11+,103,49,1,1,1
70+,11+,104,49,1,1,1
70+,11+,105,49,1,1,1
70+,11+,106,49,1,1,1
70+,11+,107,49,1,1,1
70+,11+,108,49,1,1,1
70+,11+,109,49,1,1,1
70+,11+,110,49,1,1,1
70+,11+,70,50,1,1,1
70+,11+,71,50,1,1,1
70+,11+,72,50,1,1,1
70+,11+,73,50,1,1,1
70+,11+,74,50,1,1,1
70+,11+,75,50,1,1,1
70+,11+,76,50,1,1,1
70+,11+,77,50,1,1,1
70+,11+,78,50,1,1,1
70+,11+,79,50,1,1,1
70+,11+,80,50,1,1,1
70+,11+,81,50,1,1,1
70+,11+,82,50,1,1,1
70+,11+,83,50,1,1,1
70+,11+,84,50,1,1,1
70+,11+,85,50,1,1,1
70+,11+,86,50,1,1,1
70+,11+,87,50,1,1,1
70+,11+,88,50,1,1,1
70+,11+,89,50,1,1,1
70+,11+,90,50,1,1,1
70+,11+,91,50,1,1,1
70+,11+,92,50,1,1,1
70+,11+,93,50,1,1,1
70+,11+,94,50,1,1,1
70+,11+,95,50,1,1,1
70+,11+,96,50,1,1,1
70+,11+,97,50,1,1,1
70+,11+,98,50,1,1,1
70+,11+,99,50,1,1,1
70+,11+,100,50,1,1,1
70+,11+,101,50,1,1,1
70+,11+,102,50,1,1,1
70+,11+,103,50,1,1,1
70+,11+,104,50,1,1,1
70+,11+,105,50,1,1,1
70+,11+,106,50,1,1,1
70+,11+,107,50,1,1,1
70+,11+,108,50,1,1,1
70+,11+,109,50,1,1,1
70+,11+,110,50,1,1,1
70+,11+,70,51,1,1,1
70+,11+,71,51,1,1,1
70+,11+,72,51,1,1,1
70+,11+,73,51,1,1,1
70+,11+,74,51,1,1,1
70+,11+,75,51,1,1,1
70+,11+,76,51,1,1,1
70+,11+,77,51,1,1,1
70+,11+,78,51,1,1,1
70+,11+,79,51,1,1,1
70+,11+,80,51,1,1,1
70+,11+,81,51,1,1,1
70+,11+,82,51,1,1,1
70+,11+,83,51,1,1,1
70+,11+,84,51,1,1,1
70+,11+,85,51,1,1,1
70+,11+,86,51,1,1,1
70+,11+,87,51,1,1,1
70+,11+,88,51,1,1,1
70+,11+,89,51,1,1,1
70+,11+,90,51,1,1,1
70+,11+,91,51,1,1,1
70+,11+,92,51,1,1,1
70+,11+,93,51,1,1,1
70+,11+,94,51,1,1,1
70+,11+,95,51,1,1,1
70+,11+,96,51,1,1,1
70+,11+,97,51,1,1,1
70+,11+,98,51,1,1,1
70+,11+,99,51,1,1,1
70+,11+,100,51,1,1,1
70+,11+,101,51,1,1,1
70+,11+,102,51,1,1,1
70+,11+,103,51,1,1,1
70+,11+,104,51,1,1,1
70+,11+,105,51,1,1,1
70+,11+,106,51,1,1,1
70+,11+,107,51,1,1,1
70+,11+,108,51,1,1,1
70+,11+,109,51,1,1,1
70+,11+,110,51,1,1,1
70+,11+,70,52,1,1,1
70+,11+,71,52,1,1,1
70+,11+,72,52,1,1,1
70+,11+,73,52,1,1,1
70+,11+,74,52,1,1,1
70+,11+,75,52,1,1,1
70+,11+,76,52,1,1,1
70+,11+,77,52,1,1,1
70+,11+,78,52,1,1,1
70+,11+,79,52,1,1,1
70+,11+,80,52,1,1,1
70+,11+,81,52,1,1,1
70+,11+,82,52,1,1,1
70+,11+,83,52,1,1,1
70+,11+,84,52,1,1,1
70+,11+,85,52,1,1,1
70+,11+,86,52,1,1,1
70+,11+,87,52,1,1,1
70+,11+,88,52,1,1,1
70+,11+,89,52,1,1,1
70+,11+,90,52,1,1,1
70+,11+,91,52,1,1,1
70+,11+,92,52,1,1,1
70+,11+,93,52,1,1,1
70+,11+,94,52,1,1,1
70+,11+,95,52,1,1,1
70+,11+,96,52,1,1,1
70+,11+,97,52,1,1,1
70+,11+,98,52,1,1,1
70+,11+,99,52,1,1,1
70+,11+,100,52,1,1,1
70+,11+,101,52,1,1,1
70+,11+,102,52,1,1,1
70+,11+,103,52,1,1,1
70+,11+,104,52,1,1,1
70+,11+,105,52,1,1,1
70+,11+,106,52,1,1,1
70+,11+,107,52,1,1,1
70+,11+,108,52,1,1,1
70+,11+,109,52,1,1,1
70+,11+,110,52,1,1,1
70+,11+,70,53,1,1,1
70+,11+,71,53,1,1,1
70+,11+,72,53,1,1,1
70+,11+,73,53,1,1,1
70+,11+,74,53,1,1,1
70+,11+,75,53,1,1,1
70+,11+,76,53,1,1,1
70+,11+,77,53,1,1,1
70+,11+,78,53,1,1,1
70+,11+,79,53,1,1,1
70+,11+,80,53,1,1,1
70+,11+,81,53,1,1,1
70+,11+,82,53,1,1,1
70+,11+,83,53,1,1,1
70+,11+,84,53,1,1,1
70+,11+,85,53,1,1,1
70+,11+,86,53,1,1,1
70+,11+,87,53,1,1,1
70+,11+,88,53,1,1,1
70+,11+,89,53,1,1,1
70+,11+,90,53,1,1,1
70+,11+,91,53,1,1,1
70+,11+,92,53,1,1,1
70+,11+,93,53,1,1,1
70+,11+,94,53,1,1,1
70+,11+,95,53,1,1,1
70+,11+,96,53,1,1,1
70+,11+,97,53,1,1,1
70+,11+,98,53,1,1,1
70+,11+,99,53,1,1,1
70+,11+,100,53,1,1,1
70+,11+,101,53,1,1,1
70+,11+,102,53,1,1,1
70+,11+,103,53,1,1,1
70+,11+,104,53,1,1,1
70+,11+,105,53,1,1,1
70+,11+,106,53,1,1,1
70+,11+,107,53,1,1,1
70+,11+,108,53,1,1,1
70+,11+,109,53,1,1,1
70+,11+,110,53,1,1,1
70+,11+,70,54,1,1,1
70+,11+,71,54,1,1,1
70+,11+,72,54,1,1,1
70+,11+,73,54,1,1,1
70+,11+,74,54,1,1,1
70+,11+,75,54,1,1,1
70+,11+,76,54,1,1,1
70+,11+,77,54,1,1,1
70+,11+,78,54,1,1,1
70+,11+,79,54,1,1,1
70+,11+,80,54,1,1,1
70+,11+,81,54,1,1,1
70+,11+,82,54,1,1,1
70+,11+,83,54,1,1,1
70+,11+,84,54,1,1,1
70+,11+,85,54,1,1,1
70+,11+,86,54,1,1,1
70+,11+,87,54,1,1,1
70+,11+,88,54,1,1,1
70+,11+,89,54,1,1,1
70+,11+,90,54,1,1,1
70+,11+,91,54,1,1,1
70+,11+,92,54,1,1,1
70+,11+,93,54,1,1,1
70+,11+,94,54,1,1,1
70+,11+,95,54,1,1,1
70+,11+,96,54,1,1,1
70+,11+,97,54,1,1,1
70+,11+,98,54,1,1,1
70+,11+,99,54,1,1,1
70+,11+,100,54,1,1,1
70+,11+,101,54,1,1,1
70+,11+,102,54,1,1,1
70+,11+,103,54,1,1,1
70+,11+,104,54,1,1,1
70+,11+,105,54,1,1,1
70+,11+,106,54,1,1,1
70+,11+,107,54,1,1,1
70+,11+,108,54,1,1,1
70+,11+,109,54,1,1,1
70+,11+,110,54,1,1,1
70+,11+,70,55,1,1,1
70+,11+,71,55,1,1,1
70+,11+,72,55,1,1,1
70+,11+,73,55,1,1,1
70+,11+,74,55,1,1,1
70+,11+,75,55,1,1,1
70+,11+,76,55,1,1,1
70+,11+,77,55,1,1,1
70+,11+,78,55,1,1,1
70+,11+,79,55,1,1,1
70+,11+,80,55,1,1,1
70+,11+,81,55,1,1,1
70+,11+,82,55,1,1,1
70+,11+,83,55,1,1,1
70+,11+,84,55,1,1,1
70+,11+,85,55,1,1,1
70+,11+,86,55,1,1,1
70+,11+,87,55,1,1,1
70+,11+,88,55,1,1,1
70+,11+,89,55,1,1,1
70+,11+,90,55,1,1,1
70+,11+,91,55,1,1,1
70+,11+,92,55,1,1,1
70+,11+,93,55,1,1,1
70+,11+,94,55,1,1,1
70+,11+,95,55,1,1,1
70+,11+,96,55,1,1,1
70+,11+,97,55,1,1,1
70+,11+,98,55,1,1,1
70+,11+,99,55,1,1,1
70+,11+,100,55,1,1,1
70+,11+,101,55,1,1,1
70+,11+,102,55,1,1,1
70+,11+,103,55,1,1,1
70+,11+,104,55,1,1,1
70+,11+,105,55,1,1,1
70+,11+,106,55,1,1,1
70+,11+,107,55,1,1,1
70+,11+,108,55,1,1,1
70+,11+,109,55,1,1,1
70+,11+,110,55,1,1,1
70+,11+,70,56,1,1,1
70+,11+,71,56,1,1,1
70+,11+,72,56,1,1,1
70+,11+,73,56,1,1,1
70+,11+,74,56,1,1,1
70+,11+,75,56,1,1,1
70+,11+,76,56,1,1,1
70+,11+,77,56,1,1,1
70+,11+,78,56,1,1,1
70+,11+,79,56,1,1,1
70+,11+,80,56,1,1,1
70+,11+,81,56,1,1,1
70+,11+,82,56,1,1,1
70+,11+,83,56,1,1,1
70+,11+,84,56,1,1,1
70+,11+,85,56,1,1,1
70+,11+,86,56,1,1,1
70+,11+,87,56,1,1,1
70+,11+,88,56,1,1,1
70+,11+,89,56,1,1,1
70+,11+,90,56,1,1,1
70+,11+,91,56,1,1,1
70+,11+,92,56,1,1,1
70+,11+,93,56,1,1,1
70+,11+,94,56,1,1,1
70+,11+,95,56,1,1,1
70+,11+,96,56,1,1,1
70+,11+,97,56,1,1,1
70+,11+,98,56,1,1,1
70+,11+,99,56,1,1,1
70+,11+,100,56,1,1,1
70+,11+,101,56,1,1,1
70+,11+,102,56,1,1,1
70+,11+,103,56,1,1,1
70+,11+,104,56,1,1,1
70+,11+,105,56,1,1,1
70+,11+,106,56,1,1,1
70+,11+,107,56,1,1,1
70+,11+,108,56,1,1,1
70+,11+,109,56,1,1,1
70+,11+,110,56,1,1,1
70+,11+,70,57,1,1,1
70+,11+,71,57,1,1,1
70+,11+,72,57,1,1,1
70+,11+,73,57,1,1,1
70+,11+,74,57,1,1,1
70+,11+,75,57,1,1,1
70+,11+,76,57,1,1,1
70+,11+,77,57,1,1,1
70+,11+,78,57,1,1,1
70+,11+,79,57,1,1,1
70+,11+,80,57,1,1,1
70+,11+,81,57,1,1,1
70+,11+,82,57,1,1,1
70+,11+,83,57,1,1,1
70+,11+,84,57,1,1,1
70+,11+,85,57,1,1,1
70+,11+,86,57,1,1,1
